seed,model,split,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,best_epoch,val_auprc_weak,num_parameters,num_features
46,mlp,test,all,0.21353866491361612,0.7619047619047619,0.1746031746031746,0.25396825396825395,0.42934782608695654,0.12090680100755667,0.6446939765717058,0.42313433058063193,0.31269246551675095,750.0,63.0,0.084,98.0,0.8085670541328087,4866.0,
46,xgb_graph,val,entity,0.5311005701522399,0.9130434782608695,0.43478260869565216,0.6376811594202898,0.557549504950495,0.23595505617977527,0.8542657100873022,0.3420919109546169,0.26773159210858655,572.0,69.0,0.12062937062937062,51.0,0.913720705865517,,160.0
46,xgb_graph,val,all,0.5239245734917505,0.9130434782608695,0.43478260869565216,0.6376811594202898,0.5406781846312533,0.19504643962848298,0.8695013726616868,0.3484259483292699,0.24748835873281186,750.0,69.0,0.092,51.0,0.913720705865517,,160.0
46,xgb_graph,test,entity,0.39671528058244093,0.9523809523809523,0.31746031746031744,0.6349206349206349,0.5711665051994887,0.234375,0.854983883719516,0.3326790593866991,0.24852340514576313,585.0,63.0,0.1076923076923077,51.0,0.913720705865517,,160.0
46,xgb_graph,test,all,0.3905993271594078,0.9523809523809523,0.31746031746031744,0.6349206349206349,0.5584290978870015,0.2,0.8746332108777524,0.3360458671090503,0.23027133628598587,750.0,63.0,0.084,51.0,0.913720705865517,,160.0
46,gcn_homogeneous,val,entity,0.8244216325633105,0.927536231884058,0.6666666666666666,0.8260869565217391,0.5457170912031422,0.22939068100358423,0.9188348171838534,0.36735125323963436,0.3171699806128641,572.0,69.0,0.12062937062937062,151.0,0.9347886514438567,21250.0,
46,gcn_homogeneous,val,all,0.41138285463067886,0.927536231884058,0.37681159420289856,0.6666666666666666,0.4344519939039878,0.14578587699316628,0.8645214837515164,0.48835352329185183,0.43977341702728034,750.0,69.0,0.092,151.0,0.9347886514438567,21250.0,
46,gcn_homogeneous,test,entity,0.8037871776956481,0.9047619047619048,0.6825396825396826,0.8095238095238095,0.5189547038327527,0.1986062717770035,0.9102657665876057,0.3768677725518907,0.3262851501730177,585.0,63.0,0.1076923076923077,151.0,0.9347886514438567,21250.0,
46,gcn_homogeneous,test,all,0.40899101481295774,0.9047619047619048,0.36507936507936506,0.6825396825396826,0.4182348237555609,0.12954545454545455,0.8578591067674036,0.49161302541868174,0.4406124203801636,750.0,63.0,0.084,151.0,0.9347886514438567,21250.0,
47,rgcn,val,entity,0.5970849608718635,0.8113207547169812,0.5094339622641509,0.6415094339622641,0.5062624795788709,0.17338709677419356,0.832571187026861,0.35033020499448614,0.30335365697987166,544.0,53.0,0.0974264705882353,121.0,0.913060703316507,144130.0,
47,rgcn,val,all,0.5746100184035214,0.8113207547169812,0.49056603773584906,0.6226415094339622,0.4801861963678596,0.13069908814589665,0.8215803578679517,0.3939451461661756,0.308130230122724,750.0,53.0,0.07066666666666667,121.0,0.913060703316507,144130.0,
47,rgcn,test,entity,0.5191845135144263,0.8245614035087719,0.47368421052631576,0.6491228070175439,0.5065877288268752,0.18076923076923077,0.8200248094984937,0.36929602606562817,0.3234127665311998,552.0,57.0,0.10326086956521739,121.0,0.913060703316507,144130.0,
47,rgcn,test,all,0.5033146254302304,0.8245614035087719,0.45614035087719296,0.6140350877192983,0.49512008049932094,0.14506172839506173,0.8207640312903469,0.39923458196130873,0.31355265389975445,750.0,57.0,0.076,121.0,0.913060703316507,144130.0,
47,rule_based,val,entity,0.19736559386474778,0.8867924528301887,0.2641509433962264,0.33962264150943394,0.4867514192052451,0.16967509025270758,0.7371171655842907,0.4120404421598377,0.310399817571811,544.0,53.0,0.0974264705882353,,,,
47,rule_based,val,all,0.1490864866581718,0.8867924528301887,0.2641509433962264,0.3018867924528302,0.42795597985063993,0.11604938271604938,0.7309899569583931,0.4520000007450581,0.3287933343652885,750.0,53.0,0.07066666666666667,,,,
47,rule_based,test,entity,0.15764822994014566,0.8421052631578947,0.10526315789473684,0.21052631578947367,0.44436701509872245,0.15384615384615385,0.6714867978025872,0.4342391301162434,0.3502626812360858,552.0,57.0,0.10326086956521739,,,,
47,rule_based,test,all,0.1194691369797973,0.8421052631578947,0.10526315789473684,0.17543859649122806,0.4117647058823529,0.11347517730496454,0.6709197235513025,0.4640666665931543,0.35770333356340733,750.0,57.0,0.076,,,,
47,mlp,val,entity,0.2653482668096701,0.6037735849056604,0.22641509433962265,0.32075471698113206,0.4687408175611442,0.1350210970464135,0.652346001613957,0.3932574882774668,0.27989244696008847,544.0,53.0,0.0974264705882353,75.0,0.7999278721022327,4866.0,
47,mlp,val,all,0.2016074925995064,0.6037735849056604,0.20754716981132076,0.2641509433962264,0.4240984317409843,0.09116809116809117,0.6183644189383071,0.4447674809495608,0.31038046558610644,750.0,53.0,0.07066666666666667,75.0,0.7999278721022327,4866.0,
47,mlp,test,entity,0.19874268833984143,0.543859649122807,0.19298245614035087,0.2982456140350877,0.4380831673607339,0.12015503875968993,0.5627857522594364,0.41250448657766636,0.31494597291093746,552.0,57.0,0.10326086956521739,75.0,0.7999278721022327,4866.0,
