seed,model,stage,confidence,accuracy,count
44,gcn_homogeneous,before,0.4485617982489722,0.07142857142857142,28
44,gcn_homogeneous,before,0.5456567793279081,0.02702702702702703,37
44,gcn_homogeneous,before,0.6481852008371937,0.061224489795918366,49
44,gcn_homogeneous,before,0.7494189252978877,0.0,38
44,gcn_homogeneous,before,0.8468385338783264,0.06779661016949153,59
44,gcn_homogeneous,before,0.9445792385326919,0.021505376344086023,93
44,gcn_homogeneous,after,0.019830189145704936,0.01875,160
44,gcn_homogeneous,after,0.14205034302942682,0.09090909090909091,33
44,gcn_homogeneous,after,0.2523418054348085,0.024390243902439025,41
44,gcn_homogeneous,after,0.35100332856178285,0.0,25
44,gcn_homogeneous,after,0.457592341406592,0.06896551724137931,29
44,gcn_homogeneous,after,0.5479600049079733,0.0425531914893617,47
44,gcn_homogeneous,after,0.6415804592045871,0.03636363636363636,55
44,gcn_homogeneous,after,0.7572808803104963,0.04918032786885246,61
44,gcn_homogeneous,after,0.8631718888211606,0.014925373134328358,67
44,gcn_homogeneous,after,0.9365814600301825,0.043478260869565216,46
45,rgcn,before,0.014235347011739568,0.03015075376884422,199
45,rgcn,before,0.1496323489172514,0.023255813953488372,43
45,rgcn,before,0.2545145336877216,0.09090909090909091,22
45,rgcn,before,0.35312513614955704,0.0,19
45,rgcn,before,0.44436354003846645,0.0,16
45,rgcn,before,0.5446166212742145,0.07692307692307693,13
45,rgcn,before,0.6476008866144263,0.0,23
45,rgcn,before,0.7545298624038697,0.08,25
45,rgcn,before,0.859106570482254,0.047619047619047616,42
45,rgcn,before,0.9743035996430799,0.16447368421052633,152
45,rgcn,after,0.022227314152053104,0.03389830508474576,177
45,rgcn,after,0.15187954051154,0.02857142857142857,35
45,rgcn,after,0.2473661239082749,0.02702702702702703,37
45,rgcn,after,0.3498757161475994,0.037037037037037035,27
45,rgcn,after,0.44800550393436267,0.0,23
45,rgcn,after,0.5523526583399091,0.047619047619047616,21
45,rgcn,after,0.6489711942211274,0.03225806451612903,31
45,rgcn,after,0.7587231447299322,0.05555555555555555,36
45,rgcn,after,0.8500105547904968,0.02,50
45,rgcn,after,0.9648642499222715,0.21367521367521367,117
45,rule_based,before,0.0,0.022727272727272728,44
45,rule_based,before,0.12826087358205215,0.0,23
45,rule_based,before,0.21867470066231418,0.012048192771084338,83
45,rule_based,before,0.33404255293785257,0.0,47
45,rule_based,before,0.43846153066708493,0.07692307692307693,52
45,rule_based,before,0.5412280800049765,0.07017543859649122,57
45,rule_based,before,0.6507142841815948,0.12857142857142856,70
45,rule_based,before,0.75,0.0,25
45,rule_based,before,0.8406779665057942,0.0847457627118644,59
45,rule_based,before,0.9898936146117271,0.1595744680851064,94
45,rule_based,after,0.0,0.022727272727272728,44
45,rule_based,after,0.12826087358205215,0.0,23
45,rule_based,after,0.21867470066231418,0.012048192771084338,83
45,rule_based,after,0.33404255293785257,0.0,47
45,rule_based,after,0.43846153066708493,0.07692307692307693,52
