seed,model,scope,n_init,auprc_single,auprc_init_mean,auprc_init_std,auprc_ensemble,gain_vs_single,gain_vs_init_mean,ens_auprc,ens_recall,ens_recall_at_50,ens_recall_at_100,ens_macro_f1,ens_precision,ens_roc_auc,ens_ece,ens_brier,ens_n,ens_n_pos,ens_pos_rate
47,rgcn,entity,5,0.5191845135144263,0.5472031324632577,0.06101140295704553,0.5289124163098722,0.009727902795445886,-0.01829071615338551,0.5289124163098722,0.8421052631578947,0.49122807017543857,0.6491228070175439,0.5084320028752272,0.183206106870229,0.822682970051391,0.36638785413410746,0.320308395702397,552.0,57.0,0.10326086956521739
47,rgcn,all,5,0.5033146254302304,0.5030916095975935,0.06068499385733897,0.4997061626405075,-0.0036084627897229327,-0.00338544695708598,0.4997061626405075,0.8421052631578947,0.45614035087719296,0.5789473684210527,0.504,0.1509433962264151,0.8251183514341409,0.40442466879356676,0.31714952720167744,750.0,57.0,0.076
47,mlp,entity,5,0.19874268833984143,0.20408550875217418,0.00903713439084876,0.2037007501867506,0.0049580618469091675,-0.0003847585654235819,0.2037007501867506,0.543859649122807,0.17543859649122806,0.2982456140350877,0.42773029439696103,0.11610486891385768,0.5589580010632642,0.4070963123948246,0.3169387667784833,552.0,57.0,0.10326086956521739
47,mlp,all,5,0.1336018977775489,0.1444195704034494,0.010652903147505825,0.15159223107596048,0.01799033329841157,0.007172660672511072,0.15159223107596048,0.543859649122807,0.14035087719298245,0.2631578947368421,0.38654021428070645,0.07948717948717948,0.5329232171337435,0.455937659005324,0.34263793404724147,750.0,57.0,0.076
47,gcn_homogeneous,entity,5,0.6548159161296357,0.6941375157692954,0.021895614686300933,0.6962344440547564,0.041418527925120685,0.0020969282854610416,0.6962344440547564,0.9122807017543859,0.5964912280701754,0.7017543859649122,0.4984909146904835,0.18374558303886926,0.8691476165160376,0.39253788869670425,0.32801500597773525,552.0,57.0,0.10326086956521739
47,gcn_homogeneous,all,5,0.27592271986328465,0.34640449086826897,0.04080287180862465,0.3400060304794746,0.06408331061618994,-0.00639846038879438,0.3400060304794746,0.9122807017543859,0.3157894736842105,0.5964912280701754,0.41503334006870074,0.12009237875288684,0.821270347586137,0.48286036926541,0.40712287026397265,750.0,57.0,0.076
47,xgb_graph,entity,5,0.28191533392473,0.28043541454967846,0.03218476831171349,0.2723746451436785,-0.00954068878105152,-0.008060769405999979,0.2723746451436785,0.8771929824561403,0.22807017543859648,0.3684210526315789,0.521172010537814,0.19305019305019305,0.7654793549530392,0.36599124342452427,0.30785376482273363,552.0,57.0,0.10326086956521739
47,xgb_graph,all,5,0.26610507930601635,0.2688876973951852,0.03308796782468673,0.2615973915994894,-0.0045076877065269305,-0.007290305795695784,0.2615973915994894,0.8771929824561403,0.22807017543859648,0.3684210526315789,0.5267050846794313,0.16611295681063123,0.7997772208298525,0.35346138040182806,0.26898474098919867,750.0,57.0,0.076
47,rule_based,entity,1,0.15764822994014566,0.15764822994014566,0.0,0.15764822994014566,0.0,0.0,0.15764822994014566,0.8421052631578947,0.10526315789473684,0.21052631578947367,0.44436701509872245,0.15384615384615385,0.6714867978025872,0.4342391301162434,0.3502626812360858,552.0,57.0,0.10326086956521739
47,rule_based,all,1,0.1194691369797973,0.1194691369797973,0.0,0.1194691369797973,0.0,0.0,0.1194691369797973,0.8421052631578947,0.10526315789473684,0.17543859649122806,0.4117647058823529,0.11347517730496454,0.6709197235513025,0.4640666665931543,0.35770333356340733,750.0,57.0,0.076
